source,sink
/c/en/ailurophile/n/,/c/en/ailurophobe/
/c/en/ailurophilia/n/,/c/en/ailurophobia/
/c/en/ailurophilia/n/,/c/en/galeophobia/
/c/en/ailurophilic/a/,/c/en/ailurophobic/
/c/en/ailurophobe/n/,/c/en/ailurophile/
/c/en/ailurophobia/n/,/c/en/ailurophilia/
/c/en/ailurophobic/a/,/c/en/ailurophilic/
/c/en/aimful/a/,/c/en/aimless/
/c/en/aimfully/r/,/c/en/aimlessly/
/c/en/air/,/c/en/earth/
/c/en/air/,/c/en/fire/
/c/en/air/,/c/en/ground/
/c/en/air/,/c/en/land/
/c/en/air/,/c/en/vacuum/
/c/en/air/,/c/en/water/
/c/en/air/,/c/en/water_fire/
/c/en/airable/a/,/c/en/unairable/
/c/en/airside/r/,/c/en/landside/
/c/en/airtight/a/,/c/en/breathable/
/c/en/airtight/a/,/c/en/transpirable/
/c/en/airworthiness/n/,/c/en/unairworthiness/
/c/en/airworthy/a/,/c/en/unflyable/
/c/en/aisle/n/,/c/en/window/
/c/en/aisle_seat/n/,/c/en/window_seat/
/c/en/alacrity/n/,/c/en/apathy/
/c/en/alacrity/n/,/c/en/disinclination/
/c/en/alacrity/n/,/c/en/hesitance/
/c/en/alacrity/n/,/c/en/indifference/
/c/en/alacrity/n/,/c/en/reluctance/
/c/en/albinism/n/,/c/en/melanism/
/c/en/albino/a/,/c/en/hypermelanistic/
/c/en/albino/n/,/c/en/hypermelanoid/
/c/en/albinoism/n/,/c/en/melanism/
/c/en/alcoholic/a/,/c/en/nonalcoholic/
/c/en/alcoholic/n/,/c/en/teetotaler/
/c/en/algebraic/a/,/c/en/transcendental/
/c/en/alien/,/c/en/human/
/c/en/alienable/a/,/c/en/inalienable/
/c/en/alienate/v/,/c/en/accept/
/c/en/alikeness/n/,/c/en/unalikeness/
/c/en/aliovalent/a/,/c/en/isovalent/
/c/en/aliphatic/a/,/c/en/aromatic/
/c/en/aliquot/a/,/c/en/aliquant/
/c/en/alive/a/,/c/en/dead/
/c/en/aliyah/n/,/c/en/yerida/
/c/en/alkali/n/,/c/en/acid/
/c/en/alkalify/v/,/c/en/acidify/
/c/en/alkaline/a/,/c/en/acidic/
/c/en/alkalinity/n/,/c/en/acidity/
/c/en/all/,/c/en/none/
/c/en/all/,/c/en/nothing/
/c/en/alleviable/a/,/c/en/unalleviable/
/c/en/alligator/,/c/en/crocodile/
/c/en/allo/,/c/en/auto/
/c/en/allocate/v/,/c/en/free/
/c/en/allocentric/a/,/c/en/autocentric/
/c/en/allocentric/a/,/c/en/egocentric/
/c/en/allocentric/a/,/c/en/idiocentric/
/c/en/allocentric/a/,/c/en/self_absorbed/
/c/en/allocentric/a/,/c/en/self_centered/
/c/en/allocentric/a/,/c/en/selfish/
/c/en/allocentrism/n/,/c/en/autocentrism/
/c/en/allochthonous/a/,/c/en/autochthonous/
/c/en/alloerotic/a/,/c/en/analloerotic/
/c/en/alloeroticism/n/,/c/en/autoeroticism/
/c/en/allopoiesis/n/,/c/en/autopoiesis/
/c/en/allopolyploidy/n/,/c/en/autopolyploidy/
/c/en/allosexual/a/,/c/en/asexual/
/c/en/allosexual/a/,/c/en/autosexual/
/c/en/allosexual/a/,/c/en/heterosexual/
/c/en/allosexual/a/,/c/en/isosexual/
/c/en/allosexual/n/,/c/en/asexual/
/c/en/allospecific/a/,/c/en/conspecific/
/c/en/allothetic/a/,/c/en/idiothetic/
/c/en/allow/,/c/en/deny/
/c/en/allow/,/c/en/forbid/
/c/en/allow/,/c/en/permitted/
/c/en/allow/,/c/en/prohibit/
/c/en/allow/,/c/en/reject/
/c/en/allow/,/c/en/restrict/
/c/en/allowed/v/,/c/en/forbidden/
/c/en/allowed/v/,/c/en/prohibited/
/c/en/ally/,/c/en/enemy/
/c/en/almost/,/c/en/exact/
/c/en/alogical/a/,/c/en/logical/
/c/en/alone/,/c/en/crowd/
/c/en/alone/,/c/en/crowded/
/c/en/alone/,/c/en/in_crowd/
/c/en/alone/,/c/en/many_people/
/c/en/alone/,/c/en/others/
/c/en/alone/,/c/en/people/
/c/en/alone/,/c/en/someone/
/c/en/alone/,/c/en/together/
/c/en/alone/,/c/en/with/
/c/en/alone/,/c/en/with_others/
/c/en/alone/,/c/en/with_people/
/c/en/alone/,/c/en/with_someone/
/c/en/along/,/c/en/across/
/c/en/along/,/c/en/short/
/c/en/aloud/r/,/c/en/in_whisper/
/c/en/alpha_testing/n/,/c/en/beta_testing/
/c/en/alphabet/,/c/en/number/
/c/en/already/,/c/en/yet/
/c/en/alt_left/n/,/c/en/alt_right/
/c/en/altarwise/a/,/c/en/tablewise/
/c/en/alterable/a/,/c/en/inalterable/
/c/en/alterable/a/,/c/en/unalterable/
/c/en/alternating_current/n/,/c/en/direct_current/
/c/en/although/,/c/en/because/
/c/en/altophobia/n/,/c/en/bathophobia/
/c/en/altrices/n/,/c/en/praecoces/
/c/en/altruism/n/,/c/en/egoism/
/c/en/altruist/n/,/c/en/egoist/
/c/en/altruistic/a/,/c/en/egoistic/
/c/en/altruistic/a/,/c/en/misanthropic/
/c/en/altruistic/a/,/c/en/selfish/
/c/en/altruistically/r/,/c/en/egoistically/
/c/en/altruistically/r/,/c/en/misanthropically/
/c/en/altruistically/r/,/c/en/selfishly/
/c/en/always/,/c/en/never/
/c/en/always/,/c/en/seldom/
/c/en/always/,/c/en/sometimes/
/c/en/always/,/c/en/sometimes_never/
/c/en/always/r/,/c/en/at_no_time/
/c/en/always/r/,/c/en/manywise/
/c/en/am/n/,/c/en/pm/
/c/en/amateur/,/c/en/professional/
/c/en/amber/n/,/c/en/red/
/c/en/ambidextrous/a/,/c/en/ambilevous/
/c/en/ambidextrous/a/,/c/en/ambisinistrous/
/c/en/ambiguate/v/,/c/en/disambiguate/
/c/en/ambiguation/n/,/c/en/disambiguation/
/c/en/ambiguity/n/,/c/en/unambiguity/
/c/en/ambiguous/a/,/c/en/precise/
/c/en/ambiguous/a/,/c/en/unambiguous/
/c/en/ambilevous/a/,/c/en/ambidextrous/
/c/en/ambisinistrous/a/,/c/en/ambidextrous/
/c/en/ameliorate/v/,/c/en/deteriorate/
/c/en/ameliorate/v/,/c/en/worsen/
/c/en/amelioratingly/r/,/c/en/deterioratingly/
/c/en/amelioration/n/,/c/en/deterioration/
/c/en/amelioration/n/,/c/en/nerf/
/c/en/amenable/a/,/c/en/unamenable/
/c/en/americanism/n/,/c/en/anti_americanism/
/c/en/americanism/n/,/c/en/briticism/
/c/en/amity/n/,/c/en/enemyship/
/c/en/amity/n/,/c/en/enmity/
/c/en/amity/n/,/c/en/hostility/
/c/en/ammiyya/n/,/c/en/fus_ha/
/c/en/amnesic/n/,/c/en/nonamnesic/
/c/en/among/,/c/en/between/
/c/en/amortize/v/,/c/en/accrue/
/c/en/amphichiral/a/,/c/en/chiral/
/c/en/amusable/a/,/c/en/unamusable/
/c/en/amusing/a/,/c/en/unamusing/
/c/en/an/,/c/en/the/
/c/en/ana/r/,/c/en/kata/
/c/en/anabasis/n/,/c/en/catabasis/
/c/en/anabasis/n/,/c/en/katabasis/
/c/en/anabatic/a/,/c/en/katabatic/
/c/en/anabolic/a/,/c/en/catabolic/
/c/en/anacrogynous/a/,/c/en/acrogynous/
/c/en/anadromous/a/,/c/en/catadromous/
/c/en/anaerobic/a/,/c/en/aerobic/
/c/en/anaerobiosis/n/,/c/en/aerobiosis/
/c/en/anaerophyte/n/,/c/en/aerophyte/
/c/en/analog/a/,/c/en/digital/
/c/en/analog/a/,/c/en/discrete/
/c/en/analog_to_digital_converter/n/,/c/en/digital_to_analog_converter/
/c/en/analogly/r/,/c/en/digitally/
/c/en/analogue/a/,/c/en/digital/
